payment_id,customer_id,merchant_id,amount,currency,payment_method,status,failure_reason,attempt_count,event_timestamp,customer_success_rate,previous_retry_success_rate,contact_count,actual_recovery_outcome
pay_000420,cust_0300,merchant_009,5299.93,INR,wallet,failed,authentication_failed,4,2026-01-20T09:40:00,0.36,0.78,1,1
pay_000421,cust_0286,merchant_016,3656.52,INR,wallet,failed,payment_method_declined,4,2026-03-17T05:25:00,0.68,0.94,0,0
pay_000422,cust_0061,merchant_008,8987.24,INR,card,failed,processing_error,4,2026-01-26T03:13:00,0.44,0.39,2,0
pay_000423,cust_0027,merchant_006,7843.16,INR,upi,failed,bank_timeout,5,2026-05-07T21:29:00,0.6,0.77,2,0
pay_000424,cust_0114,merchant_012,1692.79,INR,upi,failed,payment_method_switch,5,2026-01-17T01:05:00,0.85,0.5,1,1
pay_000425,cust_0030,merchant_006,12841.8,INR,wallet,failed,repeated_attempts,5,2026-05-10T13:03:00,0.94,0.44,1,0
pay_000426,cust_0262,merchant_017,13999.15,INR,card,failed,bank_timeout,5,2026-02-05T10:51:00,0.87,0.89,1,1
pay_000427,cust_0181,merchant_013,8168.47,INR,card,failed,inactivity,2,2026-02-20T05:35:00,0.48,0.66,0,0
pay_000428,cust_0287,merchant_019,7027.1,INR,netbanking,failed,insufficient_funds,1,2026-02-21T18:58:00,0.78,0.16,2,0
pay_000429,cust_0209,merchant_017,2218.65,INR,upi,failed,network_error,4,2026-01-01T20:19:00,0.96,0.49,2,1
pay_000430,cust_0295,merchant_009,13914.42,INR,wallet,failed,insufficient_funds,5,2026-06-09T11:47:00,0.47,0.2,1,0
pay_000431,cust_0015,merchant_016,2413.74,INR,upi,failed,payment_method_declined,4,2026-03-25T20:55:00,0.81,0.74,2,0
pay_000432,cust_0265,merchant_018,293.49,INR,netbanking,failed,authentication_failed,2,2026-03-17T01:54:00,0.82,0.29,1,0
pay_000433,cust_0244,merchant_011,7135.4,INR,netbanking,failed,processing_error,3,2026-04-11T22:52:00,0.27,0.67,0,0
pay_000434,cust_0124,merchant_009,4214.89,INR,card,failed,network_error,2,2026-05-15T04:29:00,0.79,0.89,1,1
pay_000435,cust_0253,merchant_020,231.81,INR,upi,failed,invalid_details,1,2026-06-17T12:21:00,0.86,0.4,0,1
pay_000436,cust_0262,merchant_009,8017.8,INR,card,failed,invalid_details,5,2026-03-31T08:21:00,0.49,0.37,1,0
pay_000437,cust_0090,merchant_015,19532.49,INR,wallet,failed,bank_timeout,5,2026-04-02T11:20:00,0.83,0.51,0,1
pay_000438,cust_0133,merchant_006,11016.41,INR,card,failed,processing_error,4,2026-01-19T08:10:00,0.21,0.67,2,1
pay_000439,cust_0191,merchant_012,17101.09,INR,netbanking,failed,processing_error,2,2026-03-19T04:14:00,0.96,0.39,1,1
pay_000440,cust_0121,merchant_018,8701.15,INR,wallet,failed,insufficient_funds,2,2026-05-12T05:17:00,0.65,0.93,0,1
pay_000441,cust_0069,merchant_017,10726.25,INR,netbanking,failed,network_error,4,2026-02-02T03:36:00,0.83,0.73,0,1
pay_000442,cust_0084,merchant_002,4387.8,INR,netbanking,failed,payment_method_switch,5,2026-03-14T12:38:00,0.44,0.58,0,1
pay_000443,cust_0286,merchant_009,6948.39,INR,wallet,failed,insufficient_funds,3,2026-03-07T17:04:00,0.7,0.48,1,0
pay_000444,cust_0276,merchant_006,19589.53,INR,netbanking,failed,bank_timeout,2,2026-04-15T20:07:00,0.89,0.92,2,1
pay_000445,cust_0238,merchant_005,17378.33,INR,netbanking,failed,authentication_failed,4,2026-03-11T08:55:00,0.73,0.51,0,0
pay_000446,cust_0161,merchant_011,13094.96,INR,netbanking,failed,authentication_failed,1,2026-01-30T11:47:00,0.68,0.44,0,1
pay_000447,cust_0231,merchant_014,3429.63,INR,upi,failed,payment_method_declined,3,2026-04-17T20:17:00,0.51,0.85,2,0
pay_000448,cust_0049,merchant_003,18742.19,INR,wallet,failed,bank_timeout,1,2026-01-31T09:14:00,0.39,0.31,0,1
pay_000449,cust_0044,merchant_013,6256.48,INR,card,failed,payment_method_declined,1,2026-02-17T18:40:00,0.22,0.44,0,0
pay_000450,cust_0183,merchant_011,17298.4,INR,wallet,failed,repeated_attempts,5,2026-01-06T04:49:00,0.55,0.21,0,0
pay_000451,cust_0277,merchant_006,11857.54,INR,wallet,failed,blocked_payment,4,2026-06-26T11:59:00,0.63,0.33,0,0
pay_000452,cust_0178,merchant_016,10839.4,INR,upi,failed,inactivity,5,2026-04-27T10:08:00,0.7,0.58,2,0
pay_000453,cust_0070,merchant_012,5806.57,INR,upi,failed,insufficient_funds,3,2026-01-01T00:24:00,0.49,0.32,0,0
pay_000454,cust_0150,merchant_020,4701.19,INR,upi,failed,inactivity,3,2026-05-20T10:08:00,0.59,0.74,0,0
pay_000455,cust_0200,merchant_013,4489.79,INR,upi,failed,payment_method_declined,4,2026-02-15T11:48:00,0.35,0.85,1,1
pay_000456,cust_0273,merchant_009,8316.79,INR,upi,failed,insufficient_funds,5,2026-05-05T15:14:00,0.39,0.75,2,0
pay_000457,cust_0252,merchant_007,6480.81,INR,card,failed,network_error,5,2026-02-19T12:58:00,0.43,0.64,1,0
pay_000458,cust_0225,merchant_001,4732.93,INR,card,failed,bank_timeout,1,2026-02-19T00:07:00,0.62,0.26,1,1
pay_000459,cust_0017,merchant_011,1696.44,INR,card,failed,bank_timeout,4,2026-03-26T09:52:00,0.37,0.46,1,0
pay_000460,cust_0129,merchant_013,16582.22,INR,upi,failed,bank_timeout,4,2026-02-04T23:42:00,0.81,0.16,0,0
pay_000461,cust_0102,merchant_015,14732.92,INR,upi,failed,blocked_payment,4,2026-05-15T06:42:00,0.76,0.43,0,0
pay_000462,cust_0022,merchant_018,10466.43,INR,netbanking,failed,insufficient_funds,3,2026-01-29T20:59:00,0.98,0.5,1,0
pay_000463,cust_0121,merchant_014,6557.82,INR,card,failed,insufficient_funds,1,2026-02-09T15:31:00,0.44,0.41,2,0
pay_000464,cust_0244,merchant_020,3184.34,INR,upi,failed,payment_method_switch,2,2026-06-26T08:54:00,0.66,0.44,0,1
pay_000465,cust_0079,merchant_018,15850.18,INR,card,failed,processing_error,3,2026-01-11T22:22:00,0.59,0.68,2,1
pay_000466,cust_0194,merchant_012,14515.54,INR,netbanking,failed,insufficient_funds,3,2026-05-14T11:21:00,0.45,0.57,1,1
pay_000467,cust_0291,merchant_006,10918.05,INR,netbanking,failed,invalid_details,3,2026-05-07T21:24:00,0.58,0.47,2,0
pay_000468,cust_0231,merchant_010,16406.43,INR,netbanking,failed,repeated_attempts,5,2026-01-13T12:55:00,0.42,0.81,0,0
pay_000469,cust_0123,merchant_011,14447.97,INR,wallet,failed,insufficient_funds,2,2026-04-23T19:39:00,0.81,0.53,0,0
pay_000470,cust_0165,merchant_004,2015.5,INR,upi,failed,network_error,2,2026-02-21T13:00:00,0.74,0.75,2,1
pay_000471,cust_0051,merchant_002,11463.14,INR,wallet,failed,bank_timeout,1,2026-01-20T11:43:00,0.94,0.25,0,1
pay_000472,cust_0037,merchant_001,18611.2,INR,card,failed,inactivity,3,2026-03-08T16:37:00,0.62,0.7,0,1
pay_000473,cust_0213,merchant_012,15905.57,INR,upi,failed,inactivity,4,2026-01-12T01:12:00,0.93,0.81,2,1
pay_000474,cust_0266,merchant_004,2114.38,INR,card,failed,payment_method_switch,1,2026-01-15T04:30:00,0.41,0.13,1,0
pay_000475,cust_0286,merchant_018,8362.17,INR,upi,failed,insufficient_funds,2,2026-04-24T20:05:00,0.35,0.55,2,0
pay_000476,cust_0282,merchant_013,10143.39,INR,card,failed,repeated_attempts,4,2026-01-31T08:48:00,0.66,0.67,0,0
pay_000477,cust_0212,merchant_014,16540.48,INR,netbanking,failed,payment_method_declined,3,2026-03-01T02:26:00,0.67,0.89,2,0
pay_000478,cust_0232,merchant_015,19200.51,INR,upi,failed,payment_method_declined,5,2026-02-16T06:07:00,0.64,0.28,2,0
pay_000479,cust_0154,merchant_008,4374.97,INR,netbanking,failed,repeated_attempts,5,2026-06-12T01:53:00,0.98,0.61,0,0
pay_000480,cust_0293,merchant_005,1976.31,INR,wallet,failed,bank_timeout,3,2026-04-04T01:46:00,0.85,0.69,2,1
pay_000481,cust_0154,merchant_003,11452.69,INR,card,failed,authentication_failed,5,2026-02-12T09:58:00,0.31,0.41,0,0
pay_000482,cust_0296,merchant_004,11945.1,INR,netbanking,failed,repeated_attempts,2,2026-05-31T07:33:00,0.77,0.77,1,0
pay_000483,cust_0223,merchant_014,18611.9,INR,upi,failed,bank_timeout,1,2026-03-05T08:07:00,0.84,0.42,1,1
pay_000484,cust_0196,merchant_002,6165.19,INR,upi,failed,invalid_details,5,2026-04-26T09:29:00,0.38,0.65,0,0
pay_000485,cust_0202,merchant_015,15081.52,INR,upi,failed,processing_error,2,2026-01-10T04:43:00,0.65,0.38,0,0
pay_000486,cust_0026,merchant_018,8043.91,INR,upi,failed,network_error,2,2026-01-16T00:38:00,0.43,0.44,1,1
pay_000487,cust_0203,merchant_019,4002.38,INR,card,failed,authentication_failed,2,2026-04-12T19:36:00,0.54,0.69,1,1
pay_000488,cust_0217,merchant_012,7031.33,INR,netbanking,failed,network_error,5,2026-01-21T11:39:00,0.41,0.47,0,0
pay_000489,cust_0227,merchant_020,3001.79,INR,upi,failed,authentication_failed,2,2026-04-23T04:18:00,0.72,0.75,1,0
pay_000490,cust_0028,merchant_008,18983.92,INR,card,failed,closed_account,2,2026-06-05T05:47:00,0.38,0.68,2,0
pay_000491,cust_0170,merchant_007,14826.26,INR,card,failed,invalid_details,1,2026-03-23T22:20:00,0.85,0.11,1,0
pay_000492,cust_0010,merchant_013,11701.8,INR,upi,failed,network_error,4,2026-05-13T21:05:00,0.61,0.32,2,0
pay_000493,cust_0005,merchant_003,7834.04,INR,netbanking,failed,processing_error,5,2026-01-10T15:55:00,0.25,0.27,1,0
pay_000494,cust_0198,merchant_008,19597.88,INR,upi,failed,inactivity,1,2026-02-23T05:55:00,0.92,0.41,0,0
pay_000495,cust_0235,merchant_018,18534.36,INR,upi,failed,closed_account,1,2026-02-06T04:53:00,0.58,0.61,0,0
pay_000496,cust_0178,merchant_012,7172.02,INR,netbanking,failed,bank_timeout,4,2026-05-16T12:17:00,0.93,0.36,1,1
pay_000497,cust_0016,merchant_018,18987.42,INR,card,failed,network_error,1,2026-02-16T21:49:00,0.97,0.53,2,1
pay_000498,cust_0117,merchant_014,4883.18,INR,card,failed,network_error,1,2026-03-11T13:53:00,0.91,0.66,2,1
pay_000499,cust_0071,merchant_019,10872.94,INR,card,failed,insufficient_funds,4,2026-01-24T23:43:00,0.45,0.61,2,1
pay_000500,cust_0075,merchant_019,18350.53,INR,netbanking,failed,invalid_details,5,2026-03-20T06:58:00,0.44,0.7,0,0
